Time [s],Packet ID,MOSI,MISO
1.832046840000000,0,0x00,0xFF
1.832053240000000,0,0x00,0xFF
1.832059640000000,0,0x00,0xFF
1.832066040000000,0,0x00,0xFF
1.832072440000000,0,0x00,0xFF
1.832078840000000,0,0x00,0xFF
1.832085240000000,0,0x00,0xFF
1.832091640000000,0,0x00,0xFF
1.832098040000000,0,0x00,0xFF
1.832104440000000,0,0x00,0xFF
1.832110840000000,0,0x00,0xFF
1.832117240000000,0,0x00,0xFF
1.832123640000000,0,0x00,0xFF
1.832130040000000,0,0x00,0xFF
1.832136440000000,0,0x00,0xFF
1.832142840000000,0,0x00,0xFF
1.832149240000000,0,0x00,0xFF
1.832155640000000,0,0x00,0xFF
1.832162040000000,0,0x01,0xFF
1.832168440000000,0,0x01,0xFF
1.832174840000000,0,0x02,0xFF
1.832181240000000,0,0x02,0xFF
1.832187640000000,0,0x02,0xFF
1.832194040000000,0,0x02,0xFF
1.832200440000000,0,0x02,0xFF
1.832206840000000,0,0x02,0xFF
1.832213240000000,0,0x02,0xFF
1.832219640000000,0,0x02,0xFF
1.832226040000000,0,0x02,0xFF
1.832232440000000,0,0x02,0xFF
1.832238840000000,0,0x03,0xFF
1.832245240000000,0,0x00,0xFF
1.832316760000000,0,0xB2,0x00
1.832360800000000,0,0x02,0x00
1.832401820000000,0,0x10,0x00
1.832452560000000,0,0xFB,0xFF
1.832458960000000,0,0x03,0xFF
1.832465360000000,0,0xFF,0xFF
1.832471760000000,0,0xFF,0xFF
1.832478160000000,0,0x03,0xFF
1.832484560000000,0,0xFB,0xFF
1.832490960000000,0,0xFF,0xFF
1.832497360000000,0,0x9F,0xFF
1.832503760000000,0,0x5F,0xFF
1.832510160000000,0,0x5F,0xFF
1.832516560000000,0,0xDF,0xFF
1.832522960000000,0,0xFF,0xFF
1.832529360000000,0,0xFF,0xFF
1.832535760000000,0,0x3F,0xFF
1.832542160000000,0,0x5F,0xFF
1.832548560000000,0,0x5F,0xFF
1.832554960000000,0,0x3F,0xFF
1.832561360000000,0,0xFF,0xFF
1.832567760000000,0,0xDF,0xFF
1.832574160000000,0,0x1F,0xFF
1.832580560000000,0,0xBF,0xFF
1.832586960000000,0,0xDF,0xFF
1.832593360000000,0,0xDF,0xFF
1.832599760000000,0,0xFF,0xFF
1.832606160000000,0,0xFF,0xFF
1.832612560000000,0,0xFF,0xFF
1.832618960000000,0,0xEF,0xFF
1.832625360000000,0,0xFF,0xFF
1.832631760000000,0,0xFF,0xFF
1.832638160000000,0,0xFF,0xFF
1.832644560000000,0,0x00,0xFF
1.832650960000000,0,0x00,0xFF
1.832657360000000,0,0x04,0xFF
1.832663760000000,0,0xFC,0xFF
1.832670160000000,0,0x24,0xFF
1.832676560000000,0,0x24,0xFF
1.832682960000000,0,0xD8,0xFF
1.832689360000000,0,0x00,0xFF
1.832695760000000,0,0x04,0xFF
1.832702160000000,0,0xFC,0xFF
1.832708560000000,0,0x24,0xFF
1.832714960000000,0,0x74,0xFF
1.832721360000000,0,0x0C,0xFF
1.832727760000000,0,0x00,0xFF
1.832734160000000,0,0x18,0xFF
1.832740560000000,0,0x24,0xFF
1.832746960000000,0,0x24,0xFF
1.832753360000000,0,0x44,0xFF
1.832759760000000,0,0x8C,0xFF
1.832766160000000,0,0x00,0xFF
1.832772560000000,0,0x00,0xFF
1.832778960000000,0,0xE0,0xFF
1.832785360000000,0,0x9C,0xFF
1.832791760000000,0,0xF0,0xFF
1.832798160000000,0,0x80,0xFF
1.832804560000000,0,0x00,0xFF
1.832810960000000,0,0x00,0xFF
1.832817360000000,0,0xC0,0xFF
1.832823760000000,0,0x20,0xFF
1.832830160000000,0,0x24,0xFF
1.832836560000000,0,0xFC,0xFF
1.832842960000000,0,0x00,0xFF
1.832849360000000,0,0xE0,0xFF
1.832855760000000,0,0x20,0xFF
1.832862160000000,0,0xE0,0xFF
1.832868560000000,0,0x20,0xFF
1.832874960000000,0,0xC0,0xFF
1.832881360000000,0,0x00,0xFF
1.832887760000000,0,0x00,0xFF
1.832894160000000,0,0x20,0xFF
1.832900560000000,0,0xE4,0xFF
1.832906960000000,0,0x00,0xFF
1.832913360000000,0,0x00,0xFF
1.832919760000000,0,0x00,0xFF
1.832926160000000,0,0x20,0xFF
1.832932560000000,0,0xE0,0xFF
1.832938960000000,0,0x20,0xFF
1.832945360000000,0,0x20,0xFF
1.832951760000000,0,0xC0,0xFF
1.832958160000000,0,0x00,0xFF
1.832964560000000,0,0x00,0xFF
1.832970960000000,0,0x00,0xFF
1.832977360000000,0,0x00,0xFF
1.832983760000000,0,0x00,0xFF
1.832990160000000,0,0x00,0xFF
1.832996560000000,0,0x00,0xFF
1.833002960000000,0,0x00,0xFF
1.833009360000000,0,0x00,0xFF
1.833015760000000,0,0x00,0xFF
1.833022160000000,0,0x00,0xFF
1.833028560000000,0,0x00,0xFF
1.833034960000000,0,0x00,0xFF
1.833041360000000,0,0x00,0xFF
1.833047760000000,0,0x00,0xFF
1.833054160000000,0,0x00,0xFF
1.833060560000000,0,0x00,0xFF
1.833066960000000,0,0x00,0xFF
1.833073360000000,0,0x00,0xFF
1.833079760000000,0,0x00,0xFF
1.833086160000000,0,0x00,0xFF
1.833092560000000,0,0x00,0xFF
1.833098940000000,0,0x00,0xFF
1.833105340000000,0,0x00,0xFF
1.833111740000000,0,0x00,0xFF
1.833118140000000,0,0x00,0xFF
1.833124540000000,0,0x00,0xFF
1.833130940000000,0,0x00,0xFF
1.833137340000000,0,0x00,0xFF
1.833143740000000,0,0x00,0xFF
1.833150140000000,0,0x00,0xFF
1.833156540000000,0,0x00,0xFF
1.833162940000000,0,0x00,0xFF
1.833169340000000,0,0x00,0xFF
1.833175740000000,0,0x00,0xFF
1.833182140000000,0,0x00,0xFF
1.833188540000000,0,0x00,0xFF
1.833194940000000,0,0x00,0xFF
1.833201340000000,0,0x00,0xFF
1.833207740000000,0,0x00,0xFF
1.833214140000000,0,0x00,0xFF
1.833220540000000,0,0x00,0xFF
1.833226940000000,0,0x00,0xFF
1.833233340000000,0,0x00,0xFF
1.833239740000000,0,0x00,0xFF
1.833246140000000,0,0x00,0xFF
1.833252540000000,0,0x00,0xFF
1.833258940000000,0,0x00,0xFF
1.833265340000000,0,0x00,0xFF
1.833336440000000,0,0xB3,0x00
1.833377900000000,0,0x02,0x00
1.833420760000000,0,0x10,0x00
1.833471880000000,0,0xCF,0xFF
1.833478280000000,0,0xCE,0xFF
1.833484680000000,0,0xCD,0xFF
1.833491080000000,0,0xCD,0xFF
1.833497480000000,0,0xCE,0xFF
1.833503880000000,0,0xCF,0xFF
1.833510280000000,0,0xCF,0xFF
1.833516680000000,0,0xCD,0xFF
1.833523080000000,0,0xCD,0xFF
1.833529480000000,0,0xCD,0xFF
1.833535880000000,0,0xCC,0xFF
1.833542280000000,0,0xCF,0xFF
1.833548680000000,0,0xCF,0xFF
1.833555080000000,0,0xCE,0xFF
1.833561480000000,0,0xCD,0xFF
1.833567880000000,0,0xCD,0xFF
1.833574280000000,0,0xCD,0xFF
1.833580680000000,0,0xCF,0xFF
1.833587080000000,0,0xCD,0xFF
1.833593480000000,0,0xCC,0xFF
1.833599880000000,0,0xCD,0xFF
1.833606280000000,0,0xCF,0xFF
1.833612680000000,0,0xCF,0xFF
1.833619080000000,0,0xCF,0xFF
1.833625480000000,0,0xCF,0xFF
1.833631880000000,0,0xCF,0xFF
1.833638280000000,0,0xCD,0xFF
1.833644680000000,0,0xCF,0xFF
1.833651080000000,0,0xCF,0xFF
1.833657480000000,0,0xCF,0xFF
1.833663880000000,0,0x00,0xFF
1.833670280000000,0,0x00,0xFF
1.833676680000000,0,0x02,0xFF
1.833683080000000,0,0x03,0xFF
1.833689480000000,0,0x02,0xFF
1.833695880000000,0,0x02,0xFF
1.833702280000000,0,0x01,0xFF
1.833708680000000,0,0x00,0xFF
1.833715080000000,0,0x02,0xFF
1.833721480000000,0,0x03,0xFF
1.833727880000000,0,0x02,0xFF
1.833734280000000,0,0x02,0xFF
1.833740680000000,0,0x03,0xFF
1.833747080000000,0,0x00,0xFF
1.833753480000000,0,0x03,0xFF
1.833759880000000,0,0x02,0xFF
1.833766280000000,0,0x02,0xFF
1.833772680000000,0,0x02,0xFF
1.833779080000000,0,0x01,0xFF
1.833785480000000,0,0x00,0xFF
1.833791880000000,0,0x02,0xFF
1.833798280000000,0,0x03,0xFF
1.833804680000000,0,0x00,0xFF
1.833811080000000,0,0x00,0xFF
1.833817480000000,0,0x03,0xFF
1.833823880000000,0,0x02,0xFF
1.833830280000000,0,0x00,0xFF
1.833836680000000,0,0x01,0xFF
1.833843080000000,0,0x02,0xFF
1.833849480000000,0,0x02,0xFF
1.833855880000000,0,0x03,0xFF
1.833862280000000,0,0x02,0xFF
1.833868680000000,0,0x03,0xFF
1.833875080000000,0,0x00,0xFF
1.833881480000000,0,0x03,0xFF
1.833887880000000,0,0x00,0xFF
1.833894280000000,0,0x03,0xFF
1.833900680000000,0,0x00,0xFF
1.833907080000000,0,0x00,0xFF
1.833913480000000,0,0x02,0xFF
1.833919880000000,0,0x03,0xFF
1.833926280000000,0,0x02,0xFF
1.833932680000000,0,0x00,0xFF
1.833939080000000,0,0x00,0xFF
1.833945480000000,0,0x02,0xFF
1.833951880000000,0,0x03,0xFF
1.833958280000000,0,0x02,0xFF
1.833964680000000,0,0x00,0xFF
1.833971080000000,0,0x03,0xFF
1.833977480000000,0,0x02,0xFF
1.833983880000000,0,0x00,0xFF
1.833990280000000,0,0x00,0xFF
1.833996680000000,0,0x00,0xFF
1.834003080000000,0,0x00,0xFF
1.834009480000000,0,0x00,0xFF
1.834015880000000,0,0x00,0xFF
1.834022280000000,0,0x00,0xFF
1.834028680000000,0,0x00,0xFF
1.834035080000000,0,0x00,0xFF
1.834041480000000,0,0x00,0xFF
1.834047880000000,0,0x00,0xFF
1.834054280000000,0,0x00,0xFF
1.834060680000000,0,0x00,0xFF
1.834067080000000,0,0x00,0xFF
1.834073480000000,0,0x00,0xFF
1.834079880000000,0,0x00,0xFF
1.834086280000000,0,0x00,0xFF
1.834092680000000,0,0x00,0xFF
1.834099080000000,0,0x00,0xFF
1.834105480000000,0,0x00,0xFF
1.834111880000000,0,0x00,0xFF
1.834118280000000,0,0x00,0xFF
1.834124680000000,0,0x00,0xFF
1.834131080000000,0,0x00,0xFF
1.834137480000000,0,0x00,0xFF
1.834143880000000,0,0x00,0xFF
1.834150280000000,0,0x00,0xFF
1.834156680000000,0,0x00,0xFF
1.834163080000000,0,0x00,0xFF
1.834169480000000,0,0x00,0xFF
1.834175880000000,0,0x00,0xFF
1.834182280000000,0,0x00,0xFF
1.834188680000000,0,0x00,0xFF
1.834195080000000,0,0x00,0xFF
1.834201480000000,0,0x00,0xFF
1.834207880000000,0,0x00,0xFF
1.834214280000000,0,0x00,0xFF
1.834220680000000,0,0x00,0xFF
1.834227080000000,0,0x00,0xFF
1.834233480000000,0,0x00,0xFF
1.834239880000000,0,0x00,0xFF
1.834246280000000,0,0x00,0xFF
1.834252680000000,0,0x00,0xFF
1.834259080000000,0,0x00,0xFF
1.834265480000000,0,0x00,0xFF
1.834271880000000,0,0x00,0xFF
1.834278280000000,0,0x00,0xFF
1.834284680000000,0,0x00,0xFF
1.834355620000000,0,0xB4,0x00
1.834396740000000,0,0x02,0x00
1.834437300000000,0,0x10,0x00
1.834489260000000,0,0x7E,0xFF
1.834495660000000,0,0x00,0xFF
1.834502060000000,0,0x76,0xFF
1.834508460000000,0,0xF6,0xFF
1.834514860000000,0,0xF9,0xFF
1.834521260000000,0,0xFF,0xFF
1.834527660000000,0,0xFF,0xFF
1.834534060000000,0,0xAF,0xFF
1.834540460000000,0,0x57,0xFF
1.834546860000000,0,0x57,0xFF
1.834553260000000,0,0x0F,0xFF
1.834559660000000,0,0x7F,0xFF
1.834566060000000,0,0xFF,0xFF
1.834572460000000,0,0x67,0xFF
1.834578860000000,0,0x57,0xFF
1.834585260000000,0,0x57,0xFF
1.834591660000000,0,0x37,0xFF
1.834598060000000,0,0xFF,0xFF
1.834604460000000,0,0xFF,0xFF
1.834610860000000,0,0x67,0xFF
1.834617260000000,0,0x57,0xFF
1.834623660000000,0,0x57,0xFF
1.834630060000000,0,0x37,0xFF
1.834636460000000,0,0xFF,0xFF
1.834642860000000,0,0xFF,0xFF
1.834649260000000,0,0xFF,0xFF
1.834655660000000,0,0x7B,0xFF
1.834662060000000,0,0xFF,0xFF
1.834668460000000,0,0xFF,0xFF
1.834674860000000,0,0xFF,0xFF
1.834681260000000,0,0x00,0xFF
1.834687660000000,0,0x00,0xFF
1.834694060000000,0,0x01,0xFF
1.834700460000000,0,0xFF,0xFF
1.834706860000000,0,0x88,0xFF
1.834713240000000,0,0x88,0xFF
1.834719640000000,0,0x70,0xFF
1.834726040000000,0,0x00,0xFF
1.834732440000000,0,0x00,0xFF
1.834738840000000,0,0x70,0xFF
1.834745240000000,0,0xA8,0xFF
1.834751640000000,0,0xA8,0xFF
1.834758040000000,0,0xB0,0xFF
1.834764440000000,0,0x00,0xFF
1.834770840000000,0,0x00,0xFF
1.834777240000000,0,0x70,0xFF
1.834783640000000,0,0xA8,0xFF
1.834790040000000,0,0xA8,0xFF
1.834796440000000,0,0xB0,0xFF
1.834802840000000,0,0x00,0xFF
1.834809240000000,0,0x00,0xFF
1.834815640000000,0,0x98,0xFF
1.834822040000000,0,0xA8,0xFF
1.834828440000000,0,0xA8,0xFF
1.834834840000000,0,0xC8,0xFF
1.834841240000000,0,0x00,0xFF
1.834847640000000,0,0x42,0xFF
1.834854040000000,0,0x81,0xFF
1.834860440000000,0,0x89,0xFF
1.834866840000000,0,0x89,0xFF
1.834873240000000,0,0x76,0xFF
1.834879640000000,0,0x00,0xFF
1.834886040000000,0,0xC6,0xFF
1.834892440000000,0,0xA1,0xFF
1.834898840000000,0,0x91,0xFF
1.834905240000000,0,0x89,0xFF
1.834911640000000,0,0x86,0xFF
1.834918040000000,0,0x00,0xFF
1.834924440000000,0,0x7E,0xFF
1.834930840000000,0,0x89,0xFF
1.834937240000000,0,0x89,0xFF
1.834943640000000,0,0x8B,0xFF
1.834950040000000,0,0x70,0xFF
1.834956440000000,0,0x00,0xFF
1.834962840000000,0,0x03,0xFF
1.834969240000000,0,0x01,0xFF
1.834975640000000,0,0xF9,0xFF
1.834982040000000,0,0x07,0xFF
1.834988440000000,0,0x01,0xFF
1.834994840000000,0,0x00,0xFF
1.835001240000000,0,0x76,0xFF
1.835007640000000,0,0x89,0xFF
1.835014040000000,0,0x89,0xFF
1.835020440000000,0,0x89,0xFF
1.835026840000000,0,0x76,0xFF
1.835033240000000,0,0x00,0xFF
1.835039640000000,0,0x00,0xFF
1.835046040000000,0,0x00,0xFF
1.835052440000000,0,0xBF,0xFF
1.835058840000000,0,0x00,0xFF
1.835065240000000,0,0x00,0xFF
1.835071640000000,0,0x00,0xFF
1.835078040000000,0,0x00,0xFF
1.835084440000000,0,0x00,0xFF
1.835090840000000,0,0xBF,0xFF
1.835097240000000,0,0x00,0xFF
1.835103640000000,0,0x00,0xFF
1.835110040000000,0,0x00,0xFF
1.835116440000000,0,0x00,0xFF
1.835122840000000,0,0x00,0xFF
1.835129240000000,0,0xBF,0xFF
1.835135640000000,0,0x00,0xFF
1.835142040000000,0,0x00,0xFF
1.835148440000000,0,0x00,0xFF
1.835154840000000,0,0x00,0xFF
1.835161240000000,0,0x00,0xFF
1.835167640000000,0,0x00,0xFF
1.835174040000000,0,0x00,0xFF
1.835180440000000,0,0x00,0xFF
1.835186840000000,0,0x00,0xFF
1.835193240000000,0,0x00,0xFF
1.835199640000000,0,0x00,0xFF
1.835206040000000,0,0x00,0xFF
1.835212440000000,0,0x00,0xFF
1.835218840000000,0,0x00,0xFF
1.835225240000000,0,0x00,0xFF
1.835231640000000,0,0x00,0xFF
1.835238040000000,0,0x00,0xFF
1.835244440000000,0,0x00,0xFF
1.835250840000000,0,0x00,0xFF
1.835257240000000,0,0x00,0xFF
1.835263640000000,0,0x00,0xFF
1.835270040000000,0,0x00,0xFF
1.835276440000000,0,0x00,0xFF
1.835282840000000,0,0x00,0xFF
1.835289240000000,0,0x00,0xFF
1.835295640000000,0,0x00,0xFF
1.835302040000000,0,0x00,0xFF
1.835372480000000,0,0xB5,0x00
1.835413740000000,0,0x02,0x00
1.835454240000000,0,0x10,0x00
1.835507260000000,0,0x03,0xFF
1.835513660000000,0,0x03,0xFF
1.835520060000000,0,0x03,0xFF
1.835526460000000,0,0x03,0xFF
1.835532860000000,0,0x03,0xFF
1.835539260000000,0,0x03,0xFF
1.835545660000000,0,0x03,0xFF
1.835552060000000,0,0x03,0xFF
1.835558460000000,0,0x03,0xFF
1.835564860000000,0,0x03,0xFF
1.835571260000000,0,0x03,0xFF
1.835577660000000,0,0x03,0xFF
1.835584060000000,0,0x03,0xFF
1.835590460000000,0,0x03,0xFF
1.835596860000000,0,0x03,0xFF
1.835603260000000,0,0x03,0xFF
1.835609660000000,0,0x03,0xFF
1.835616060000000,0,0x03,0xFF
1.835622460000000,0,0x03,0xFF
1.835628860000000,0,0x03,0xFF
1.835635260000000,0,0x03,0xFF
1.835641660000000,0,0x03,0xFF
1.835648060000000,0,0x03,0xFF
1.835654460000000,0,0x03,0xFF
1.835660860000000,0,0x03,0xFF
1.835667260000000,0,0x03,0xFF
1.835673660000000,0,0x03,0xFF
1.835680060000000,0,0x03,0xFF
1.835686460000000,0,0x03,0xFF
1.835692860000000,0,0x03,0xFF
1.835699260000000,0,0x00,0xFF
1.835705660000000,0,0x00,0xFF
1.835712060000000,0,0x00,0xFF
1.835718460000000,0,0x00,0xFF
1.835724860000000,0,0x00,0xFF
1.835731260000000,0,0x00,0xFF
1.835737660000000,0,0x00,0xFF
1.835744060000000,0,0x00,0xFF
1.835750460000000,0,0x00,0xFF
1.835756860000000,0,0x00,0xFF
1.835763260000000,0,0x00,0xFF
1.835769660000000,0,0x00,0xFF
1.835776060000000,0,0x00,0xFF
